product,img_url,price,url_of_item,description
3D Blu-ray kućni bioskop LG BH9520T,http://static.emmi.rs/images/products/200/m1171864.jpg,76.890,http://emmi.rs/ku%C4%87ni-bioskop-3d-blu-ray-ku%C4%87ni-bioskop-lg-bh9520t.11.html?productId=41606,
"220V razvodni panel 19""/1U sa 8 utičnih mesta",http://static.emmi.rs/images/products/200/m1144777.jpg,2.029,http://emmi.rs/rack-ormani-220v-razvodni-panel-19-1u-sa-8-uti%C4%8Dnih-mesta.11.html?productId=40141,
16-kanalni NVR Cantonk CK-T9109P,http://static.emmi.rs/images/products/200/m4747657.jpg,15.399,http://emmi.rs/oprema-za-video-nadzor-16-kanalni-nvr-cantonk-ck-t9109p.11.html?productId=45944,
Zvucna kartica PCI Intex CMI 8738 5.1Ch,http://static.emmi.rs/images/products/200/m1125236.jpg,899,http://emmi.rs/zvu%C4%8Dne-kartice-zvucna-kartica-pci-intex-cmi-8738-51ch.11.html?productId=21784,Zvucna kartica PCI Intex CMI 8738 5.1Ch
Vodootporna kamera DS-2CE16C2P- IT3 HikVision,http://static.emmi.rs/images/products/200/m1183460.jpg,8.499,http://emmi.rs/kamere-za-video-nadzor-vodootporna-kamera-ds-2ce16c2p--it3-hikvision.11.html?productId=38247,
Vodootporna IR kamera KIR-H639A60,http://static.emmi.rs/images/products/200/m1184505.jpg,5.399,http://emmi.rs/kamere-za-video-nadzor-vodootporna-ir-kamera-kir-h639a60.11.html?productId=38890,
"220V razvodni panel 19""/1U sa 7 utičnih mesta",http://static.emmi.rs/images/products/200/m1144720.jpg,2.899,http://emmi.rs/rack-ormani-220v-razvodni-panel-19-1u-sa-7-uti%C4%8Dnih-mesta.11.html?productId=40140,
Vodootporna IR kamera KIR-H639A40,http://static.emmi.rs/images/products/200/m1184502.jpg,4.799,http://emmi.rs/kamere-za-video-nadzor-vodootporna-ir-kamera-kir-h639a40.11.html?productId=38889,
Vodootporna IR kamera KIR-673CE20,http://static.emmi.rs/images/products/200/m1184541.jpg,3.899,http://emmi.rs/kamere-za-video-nadzor-vodootporna-ir-kamera-kir-673ce20.11.html?productId=38922,
Utikač za napajanje SN10,http://static.emmi.rs/images/products/200/m1189516.jpg,45,http://emmi.rs/oprema-za-video-nadzor-utika%C4%8D-za-napajanje-sn10.11.html?productId=40860,
Tenda Q2409 Omni-directional Antenna,http://static.emmi.rs/images/products/200/m1192013.jpg,699,http://emmi.rs/wireless-antene-i-oprema-tenda-q2409-omni-directional-antenna.11.html?productId=41908,
SSD SATA3 60GB Kingston V300 450/450MB/s,http://static.emmi.rs/images/products/200/m1163507.jpg,5.899,http://emmi.rs/ssd-ssd-sata3-60gb-kingston-v300-450-450mb-s.11.html?productId=30083,
SSD SATA3 512GB Toshiba Q Series 534/482MB/s,http://static.emmi.rs/images/products/200/m1185735.jpg,44.280,http://emmi.rs/ssd-ssd-sata3-512gb-toshiba-q-series-534-482mb-s.11.html?productId=39471,
SSD SATA3 240GB Kingston V300 450/450MB/s,http://static.emmi.rs/images/products/200/m1166520.jpg,12.799,http://emmi.rs/ssd-ssd-sata3-240gb-kingston-v300-450-450mb-s.11.html?productId=31963,"Kingston SV300S37A/240G je visoko kvalitetan SSD disk poznatog proizvođača. Pouzdanost, odlična brzina i ekonomičan dizajn su glavne odlike ovog modela. Trogodišnja garancija kao dokaz kvaliteta."
SSD SATA3 500GB Samsung 840 EVO 540/520MB/s,http://static.emmi.rs/images/products/200/m1178265.jpg,28.499,http://emmi.rs/ssd-ssd-sata3-500gb-samsung-840-evo-540-520mb-s.11.html?productId=36609,
SSD SATA3 256GB Crucial MX100 550/300MB/s,http://static.emmi.rs/images/products/200/m1193240.jpg,12.299,http://emmi.rs/ssd-ssd-sata3-256gb-crucial-mx100-550-300mb-s.11.html?productId=42328,
SSD SATA3 250GB Samsung 840 EVO 540/520MB/s,http://static.emmi.rs/images/products/200/m1177815.jpg,14.999,http://emmi.rs/ssd-ssd-sata3-250gb-samsung-840-evo-540-520mb-s.11.html?productId=36403,
SSD SATA3 128GB Transcend SSD320 540/520MB/s,http://static.emmi.rs/images/products/200/m1190984.jpg,9.150,http://emmi.rs/ssd-ssd-sata3-128gb-transcend-ssd320-540-520mb-s.11.html?productId=41407,
SSD SATA3 512GB Crucial MX100 550/500MB/s,http://static.emmi.rs/images/products/200/m4711786.jpg,23.999,http://emmi.rs/ssd-ssd-sata3-512gb-crucial-mx100-550-500mb-s.11.html?productId=42506,SSD
SSD SATA3 120GB Samsung 840 EVO 540/410MB/s,http://static.emmi.rs/images/products/200/m1178234.jpg,8.540,http://emmi.rs/ssd-ssd-sata3-120gb-samsung-840-evo-540-410mb-s.11.html?productId=36542,
SSD SATA3 128GB Samsung 840 Pro 530/390MB/s,http://static.emmi.rs/images/products/200/m1162664.jpg,12.590,http://emmi.rs/ssd-ssd-sata3-128gb-samsung-840-pro-530-390mb-s.11.html?productId=29676,"Samsungov SSD 840 Pro serija donosi visoke brzine, (čak do 530MB/s i 390MB/s sekvencijalnog čitanja i pisanja), namenjen je ultra brzom transferu fajlova."
SSD SATA3 120GB Silicon Power S60 550/520MB/s,http://static.emmi.rs/images/products/200/m4747308.jpg,6.899,http://emmi.rs/ssd-ssd-sata3-120gb-silicon-power-s60-550-520mb-s.11.html?productId=46019,"SSD Silicon Power S60 je SSD sa jednom od najpovoljnijih cena za kapacitet od 120GB. Ali to nije na uštrb kvaliteta. Deklarisane brzine ne zaostaju za konkurencijom, a tu je i prelep ultra slim dizajn. Ovaj SSD je debeo svega 7mm. Silicon Power je u njega ugradio i tehnologije koje ga čine otpornim na određeni nivo šoka i vibracija. Ako vam je potreban kvalitetan SSD od 120GB po vrlo povoljnoj ceni Silicon Power S60 je pravi  izbor za vas."
SSD SATA3 128GB Samsung 850 PRO 550/470MB/s,http://static.emmi.rs/images/products/200/m4714123.jpg,13.799,http://emmi.rs/ssd-ssd-sata3-128gb-samsung-850-pro-550-470mb-s.11.html?productId=45332,
SSD SATA3 240GB Kingston HyperX Fury 500/500MB/s,http://static.emmi.rs/images/products/200/m4711986.jpg,13.480,http://emmi.rs/ssd-ssd-sata3-240gb-kingston-hyperx-fury-500-500mb-s.11.html?productId=42564,
SSD SATA3 240GB Kingston HyperX 3K 555/510MB/s,http://static.emmi.rs/images/products/200/m1152988.jpg,17.350,http://emmi.rs/ssd-ssd-sata3-240gb-kingston-hyperx-3k-555-510mb-s.11.html?productId=25491,
SSD SATA3 1TB Samsung 840 EVO 540/520MB/s,http://static.emmi.rs/images/products/200/m1179302.jpg,46.999,http://emmi.rs/ssd-ssd-sata3-1tb-samsung-840-evo-540-520mb-s.11.html?productId=36968,
Napajanje 850W Raidmax RX-850AE MODULAR 80PLUS GO...,http://static.emmi.rs/images/products/200/m1163294.jpg,11.999,http://emmi.rs/napajanja-i-dodatni-ventilatori-napajanje-850w-raidmax-rx-850ae-modular-80plus-go.11.html?productId=30475,"Izuzetno 850W modularno napajanje po najboljoj ceni u klasi. 80 PLUS GOLD Certified, test: http://www.plugloadsolutions.com/psu_reports/RAIDMAX%20TECHNOLOGIES_RX-850AE_ECOS%201792.1_850W_Report.pdf     3 GODINE GARANCIJA"
Napajanje za video nadzor 12V-2A,http://static.emmi.rs/images/products/200/m1179746.jpg,729,http://emmi.rs/oprema-za-video-nadzor-napajanje-za-video-nadzor-12v-2a.11.html?productId=39654,
Print Server TP-Link TL-PS110U Single USB2.0 Port...,http://static.emmi.rs/images/products/200/m1129262.jpg,3.989,http://emmi.rs/lan-switch-print-server-tp-link-tl-ps110u-single-usb20-port.11.html?productId=13575,"TP-Link TL-PS110U print server omogucava vam štampanje sa bilo kog računara u mreži. Sve što je potrebno je da se poveže TL-PS110U na štampač preko USB porta, da se poveže server za štampanje sa vašim LAN-om, pa cete moci da pristupite svom štampaču sa bilo kog računara u LAN-u."
SSD SATA3 120GB Patriot Blaze 545/430MB/s,http://static.emmi.rs/images/products/200/m4747287.jpg,7.199,http://emmi.rs/ssd-ssd-sata3-120gb-patriot-blaze-545-430mb-s.11.html?productId=45852,16nm Synchronous MLC NAND
Napajanje 750W Cooler Master V750S,http://static.emmi.rs/images/products/200/m1192475.jpg,13.699,http://emmi.rs/napajanja-i-dodatni-ventilatori-napajanje-750w-cooler-master-v750s.11.html?productId=41954,
Napajanje 750W Cooler Master G750M,http://static.emmi.rs/images/products/200/m1189651.jpg,10.299,http://emmi.rs/napajanja-i-dodatni-ventilatori-napajanje-750w-cooler-master-g750m.11.html?productId=41052,
Napajanje 700W Raidmax Cobra RX-700AC-B,http://static.emmi.rs/images/products/200/m4713815.jpg,7.299,http://emmi.rs/napajanja-i-dodatni-ventilatori-napajanje-700w-raidmax-cobra-rx-700ac-b.11.html?productId=45038,
Napajanje 850W Chieftec APS-850CB,http://static.emmi.rs/images/products/200/m1173964.jpg,10.999,http://emmi.rs/napajanja-i-dodatni-ventilatori-napajanje-850w-chieftec-aps-850cb.11.html?productId=34787,
Napajanje za video nadzor 12V-5A,http://static.emmi.rs/images/products/200/m1186417.jpg,1.449,http://emmi.rs/oprema-za-video-nadzor-napajanje-za-video-nadzor-12v-5a.11.html?productId=39663,
Napajanje 550W Cooler Master V550S,http://static.emmi.rs/images/products/200/m1189648.jpg,10.840,http://emmi.rs/napajanja-i-dodatni-ventilatori-napajanje-550w-cooler-master-v550s.11.html?productId=41049,
Napajanje 600W LC Power LC600H-12 V2.31,http://static.emmi.rs/images/products/200/m1130085.jpg,3.740,http://emmi.rs/napajanja-i-dodatni-ventilatori-napajanje-600w-lc-power-lc600h-12-v231.11.html?productId=12092,
SSD SATA3 120GB Kingston V300 450/450MB/s,http://static.emmi.rs/images/products/200/m1163173.jpg,7.390,http://emmi.rs/ssd-ssd-sata3-120gb-kingston-v300-450-450mb-s.11.html?productId=30014,
Senzor otvaranja HS72,http://static.emmi.rs/images/products/200/m1180548.jpg,2.099,http://emmi.rs/alarmni-sistemi-senzor-otvaranja-hs72.11.html?productId=39720,Senzor otvaranja za proširivanje alarmnog sistema (HS70). Proširiv sa bezbroj magnetnih prekidača (HS 62).
Napajanje 500W Spire EE-ATX-500W-IR,http://static.emmi.rs/images/products/200/m4748508.jpg,1.499,http://emmi.rs/napajanja-i-dodatni-ventilatori-napajanje-500w-spire-ee-atx-500w-ir.11.html?productId=46291,
Napajanje 500W LC Power LC500H-12 V2.2,http://static.emmi.rs/images/products/200/m1130084.jpg,3.240,http://emmi.rs/napajanja-i-dodatni-ventilatori-napajanje-500w-lc-power-lc500h-12-v22.11.html?productId=11694,
Napajanje 1275W Thermaltake TPX-1275M,http://static.emmi.rs/images/products/200/m1188149.jpg,18.999,http://emmi.rs/napajanja-i-dodatni-ventilatori-napajanje-1275w-thermaltake-tpx-1275m.11.html?productId=40402,Samo najbolje za moderne rudare.
Napajanje 1000W Cooler Master Vanguard,http://static.emmi.rs/images/products/200/m1176361.jpg,22.211,http://emmi.rs/napajanja-i-dodatni-ventilatori-napajanje-1000w-cooler-master-vanguard.11.html?productId=35745,
Mrežna kartica PCI TP-Link TG-3269 Gigabitna,http://static.emmi.rs/images/products/200/m1111727.jpg,899,http://emmi.rs/mre%C5%BEni-adapteri-mre%C5%BEna-kartica-pci-tp-link-tg-3269-gigabitna.11.html?productId=1569,Kartica za proširenje PCI varijante. Obezbeđuje značajno veći transfer od 100 Mbps kartica.
Mrežna kartica PCI TP-Link TF-3239DL 10/100Mb/s,http://static.emmi.rs/images/products/200/m1120075.jpg,579,http://emmi.rs/mre%C5%BEni-adapteri-mre%C5%BEna-kartica-pci-tp-link-tf-3239dl-10-100mb-s.11.html?productId=13574,
Mrežna kartica PCI Tenda T8139D Realtek 10/100Mbs,http://static.emmi.rs/images/products/200/m1124253.jpg,599,http://emmi.rs/mre%C5%BEni-adapteri-mre%C5%BEna-kartica-pci-tenda-t8139d-realtek-10-100mbs.11.html?productId=12694,
Mrežna kartica PCI Netis AD-1102 Ethernet 10/100/...,http://static.emmi.rs/images/products/200/m1182362.jpg,949,http://emmi.rs/mre%C5%BEni-adapteri-mre%C5%BEna-kartica-pci-netis-ad-1102-ethernet-10-100-.11.html?productId=38087,
Mrežna kartica PCI Express TP-Link TG-3468 32-bit...,http://static.emmi.rs/images/products/200/m1122553.jpg,1.099,http://emmi.rs/mre%C5%BEni-adapteri-mre%C5%BEna-kartica-pci-express-tp-link-tg-3468-32-bit.11.html?productId=2982,"TP-Link TG-3468 32-bit Gigabit PCI Express, Network Interface Card/RTL8168B chip. PCI-E varijanta Giganitne kartice za proširenje. Obezbeđuje značajno veći transfer u Gigabitnim mrežama od 100 Mbps kartica."
MikroTik RouterBoard RB2011iLS-IN sa 10LAN/WAN po...,http://static.emmi.rs/images/products/200/m4713849.jpg,14.899,http://emmi.rs/lan-router-mikrotik-routerboard-rb2011ils-in-sa-10lan-wan-po.11.html?productId=43660,
MikroTik RouterBoard RB2011iL-IN sa 10LAN/WAN por...,http://static.emmi.rs/images/products/200/m1181806.jpg,13.499,http://emmi.rs/lan-router-mikrotik-routerboard-rb2011il-in-sa-10lan-wan-por.11.html?productId=37869,
Memorija DIMM DDR3 8GB 1866MHz Kingston HyperX Fu...,http://static.emmi.rs/images/products/200/m1190613.jpg,9.299,http://emmi.rs/ram-memorije-memorija-dimm-ddr3-8gb-1866mhz-kingston-hyperx-fu.11.html?productId=41291,
Memorija DIMM DDR3 8GB 1866MHz Kingston HyperX Fu...,http://static.emmi.rs/images/products/200/m1190610.jpg,9.399,http://emmi.rs/ram-memorije-memorija-dimm-ddr3-8gb-1866mhz-kingston-hyperx-fu.11.html?productId=41289,
Memorija DIMM DDR3 4GB 1600MHz Silicon Power CL11,http://static.emmi.rs/images/products/200/m1176416.jpg,4.299,http://emmi.rs/ram-memorije-memorija-dimm-ddr3-4gb-1600mhz-silicon-power-cl11.11.html?productId=35821,Silicon Power SP004GBLTU160V02 memorija spada u pouzdanije memorije ovog ranga. Karakteriše je dugogodišnja garancija i nizak nivo reklamacija. Silicon Power proizvodi godinama dokazuju dobar odnos cene i kvaliteta. Proverena memorija koja se nalazi u mnogim Altos računarima.
PASTA ZA HLADNJAK Thermaltake TG-4,http://static.emmi.rs/images/products/200/m1188132.jpg,399,http://emmi.rs/dodatna-oprema-pasta-za-hladnjak-thermaltake-tg-4.11.html?productId=41164,
Memorija DIMM DDR3 4GB 1600MHz Kingston CL11,http://static.emmi.rs/images/products/200/m1168689.jpg,4.590,http://emmi.rs/ram-memorije-memorija-dimm-ddr3-4gb-1600mhz-kingston-cl11.11.html?productId=32763,"Kingston je oduvek bio sinonim za kvalitet i pouzdanost kad su memorijski moduli u pitanju.To je slučaj i sa ovim Kingston CL11, KVR16N11S8/4 modulom od 4GB DDR3 memorije na 1600 MHz.Kingston memorijski moduli su poznati i po najvećem stepenu kompatibilnosti kako sa drugim modulima tako i sa matičnim pločama. To možete očekivati i od ovog modula."
Memorija DIMM DDR3 2GB 1600MHz Kingston CL11,http://static.emmi.rs/images/products/200/m1187297.jpg,2.599,http://emmi.rs/ram-memorije-memorija-dimm-ddr3-2gb-1600mhz-kingston-cl11.11.html?productId=40250,"Memorija 2GB 1600MHz DDR3 Non-ECC CL11 DIMM SRx16,KVR16N11S6/2"
Napajanje 850W Cooler Master V850,http://static.emmi.rs/images/products/200/m1176360.jpg,18.350,http://emmi.rs/napajanja-i-dodatni-ventilatori-napajanje-850w-cooler-master-v850.11.html?productId=35744,
Memorija DIMM DDR3 2GB 1333MHz Silicon Power CL9,http://static.emmi.rs/images/products/200/m4747309.jpg,2.499,http://emmi.rs/ram-memorije-memorija-dimm-ddr3-2gb-1333mhz-silicon-power-cl9.11.html?productId=46023,
MB LGA1155 iH61 Gigabyte GA-H61M-S,http://static.emmi.rs/images/products/200/m1192657.jpg,4.289,http://emmi.rs/mati%C4%8Dne-plo%C4%8De-(mb)-mb-lga1155-ih61-gigabyte-ga-h61m-s.11.html?productId=42024,
MB LGA1155 iH61 Asus H61M-PRO,http://static.emmi.rs/images/products/200/m1190934.jpg,5.030,http://emmi.rs/mati%C4%8Dne-plo%C4%8De-(mb)-mb-lga1155-ih61-asus-h61m-pro.11.html?productId=41365,
MB LGA1155 iH61 Asus H61M-F,http://static.emmi.rs/images/products/200/m1190937.jpg,4.380,http://emmi.rs/mati%C4%8Dne-plo%C4%8De-(mb)-mb-lga1155-ih61-asus-h61m-f.11.html?productId=41366,
MB LGA1155 H61 MSI H61M-P31/W8,http://static.emmi.rs/images/products/200/m1179349.jpg,4.899,http://emmi.rs/mati%C4%8Dne-plo%C4%8De-(mb)-mb-lga1155-h61-msi-h61m-p31-w8.11.html?productId=36971,
MB LGA1155 H61 Gigabyte GA-H61M-WW,http://static.emmi.rs/images/products/200/m1192658.jpg,4.699,http://emmi.rs/mati%C4%8Dne-plo%C4%8De-(mb)-mb-lga1155-h61-gigabyte-ga-h61m-ww.11.html?productId=42025,
MB LGA1155 H61 Gigabyte GA-H61M-DS2 Rev 4.0,http://static.emmi.rs/images/products/200/m4746354.jpg,4.679,http://emmi.rs/mati%C4%8Dne-plo%C4%8De-(mb)-mb-lga1155-h61-gigabyte-ga-h61m-ds2-rev-40.11.html?productId=45353,
MB LGA1155 B75 MSI B75MA-E33,http://static.emmi.rs/images/products/200/m1155224.jpg,5.759,http://emmi.rs/mati%C4%8Dne-plo%C4%8De-(mb)-mb-lga1155-b75-msi-b75ma-e33.11.html?productId=26369,
MB LGA1155 B75 Gigabyte GA-B75-D3V,http://static.emmi.rs/images/products/200/m1148953.jpg,7.499,http://emmi.rs/mati%C4%8Dne-plo%C4%8De-(mb)-mb-lga1155-b75-gigabyte-ga-b75-d3v.11.html?productId=23390,
MB LGA1150 Z97 MSI Z97-G43,http://static.emmi.rs/images/products/200/m4712153.jpg,12.280,http://emmi.rs/mati%C4%8Dne-plo%C4%8De-(mb)-mb-lga1150-z97-msi-z97-g43.11.html?productId=42765,
MB LGA1150 Z97 MSI Z97-G43 GAMING,http://static.emmi.rs/images/products/200/m4749516.jpg,14.930,http://emmi.rs/mati%C4%8Dne-plo%C4%8De-(mb)-mb-lga1150-z97-msi-z97-g43-gaming.11.html?productId=46539,
MB LGA1150 Z97 MSI Z97 XPOWER AC,http://static.emmi.rs/images/products/200/m4747467.jpg,44.540,http://emmi.rs/mati%C4%8Dne-plo%C4%8De-(mb)-mb-lga1150-z97-msi-z97-xpower-ac.11.html?productId=45875,
MB LGA1150 Z97 MSI Z97 MPOWER MAX AC,http://static.emmi.rs/images/products/200/m4747462.jpg,27.250,http://emmi.rs/mati%C4%8Dne-plo%C4%8De-(mb)-mb-lga1150-z97-msi-z97-mpower-max-ac.11.html?productId=45874,
MB LGA1150 Z97 MSI Z97 GUARD-PRO,http://static.emmi.rs/images/products/200/m4712154.jpg,11.799,http://emmi.rs/mati%C4%8Dne-plo%C4%8De-(mb)-mb-lga1150-z97-msi-z97-guard-pro.11.html?productId=42766,
MB LGA1150 Z97 Gigabyte GA-Z97-HD3,http://static.emmi.rs/images/products/200/m1192619.jpg,11.699,http://emmi.rs/mati%C4%8Dne-plo%C4%8De-(mb)-mb-lga1150-z97-gigabyte-ga-z97-hd3.11.html?productId=42004,
MB LGA1150 Z97 Gigabyte GA-Z97X-SLI,http://static.emmi.rs/images/products/200/m1192764.jpg,14.499,http://emmi.rs/mati%C4%8Dne-plo%C4%8De-(mb)-mb-lga1150-z97-gigabyte-ga-z97x-sli.11.html?productId=42122,
MB LGA1150 Z97 ASUS Z97M-PLUS,http://static.emmi.rs/images/products/200/m4712162.jpg,14.930,http://emmi.rs/mati%C4%8Dne-plo%C4%8De-(mb)-mb-lga1150-z97-asus-z97m-plus.11.html?productId=42770,
MB LGA1150 Z97 ASUS Z97-DELUXE (NFC & WLC),http://static.emmi.rs/images/products/200/m1192632.jpg,41.470,http://emmi.rs/mati%C4%8Dne-plo%C4%8De-(mb)-mb-lga1150-z97-asus-z97-deluxe-(nfc-&-wlc).11.html?productId=42015,
MB LGA1150 Z97 ASUS SABERTOOTH Z97 MARK 1,http://static.emmi.rs/images/products/200/m4712178.jpg,27.499,http://emmi.rs/mati%C4%8Dne-plo%C4%8De-(mb)-mb-lga1150-z97-asus-sabertooth-z97-mark-1.11.html?productId=42782,
MB LGA1150 Z87 MSI Z87-G55,http://static.emmi.rs/images/products/200/m1180233.jpg,12.980,http://emmi.rs/mati%C4%8Dne-plo%C4%8De-(mb)-mb-lga1150-z87-msi-z87-g55.11.html?productId=37189,
MB LGA1150 Z87 Gigabyte G1.Sniper M5,http://static.emmi.rs/images/products/200/m1176952.jpg,18.999,http://emmi.rs/mati%C4%8Dne-plo%C4%8De-(mb)-mb-lga1150-z87-gigabyte-g1sniper-m5.11.html?productId=36075,
MB LGA1150 Z87 ASUS Z87-EXPERT,http://static.emmi.rs/images/products/200/m1188005.jpg,22.380,http://emmi.rs/mati%C4%8Dne-plo%C4%8De-(mb)-mb-lga1150-z87-asus-z87-expert.11.html?productId=40606,
MB LGA1150 Z87 Asus Maximus VI GENE,http://static.emmi.rs/images/products/200/m1180642.jpg,19.370,http://emmi.rs/mati%C4%8Dne-plo%C4%8De-(mb)-mb-lga1150-z87-asus-maximus-vi-gene.11.html?productId=37363,
MB LGA1150 H97 MSI H97M-G43,http://static.emmi.rs/images/products/200/m4712189.jpg,10.099,http://emmi.rs/mati%C4%8Dne-plo%C4%8De-(mb)-mb-lga1150-h97-msi-h97m-g43.11.html?productId=42790,
MB LGA1150 H97 MSI H97M-E35,http://static.emmi.rs/images/products/200/m4747457.jpg,9.180,http://emmi.rs/mati%C4%8Dne-plo%C4%8De-(mb)-mb-lga1150-h97-msi-h97m-e35.11.html?productId=45872,
MB LGA1150 H97 MSI H97 PC Mate,http://static.emmi.rs/images/products/200/m4712188.jpg,9.299,http://emmi.rs/mati%C4%8Dne-plo%C4%8De-(mb)-mb-lga1150-h97-msi-h97-pc-mate.11.html?productId=42789,
MB LGA1150 H97 MSI H97 GUARD-PRO,http://static.emmi.rs/images/products/200/m4712191.jpg,10.270,http://emmi.rs/mati%C4%8Dne-plo%C4%8De-(mb)-mb-lga1150-h97-msi-h97-guard-pro.11.html?productId=42792,
MB LGA1150 H97 MSI H97 GAMING 3,http://static.emmi.rs/images/products/200/m4747459.jpg,12.799,http://emmi.rs/mati%C4%8Dne-plo%C4%8De-(mb)-mb-lga1150-h97-msi-h97-gaming-3.11.html?productId=45873,
MB LGA1150 H97 ASUS H97M-E,http://static.emmi.rs/images/products/200/m1192295.jpg,10.160,http://emmi.rs/mati%C4%8Dne-plo%C4%8De-(mb)-mb-lga1150-h97-asus-h97m-e.11.html?productId=41871,
MB LGA1150 H97 ASUS H97I-PLUS,http://static.emmi.rs/images/products/200/m4749513.jpg,15.390,http://emmi.rs/mati%C4%8Dne-plo%C4%8De-(mb)-mb-lga1150-h97-asus-h97i-plus.11.html?productId=46538,
MB LGA1150 H97 ASUS H97-PLUS,http://static.emmi.rs/images/products/200/m1192258.jpg,11.399,http://emmi.rs/mati%C4%8Dne-plo%C4%8De-(mb)-mb-lga1150-h97-asus-h97-plus.11.html?productId=41846,
MB LGA1150 H87 MSI H87M-E35,http://static.emmi.rs/images/products/200/m1188842.jpg,8.330,http://emmi.rs/mati%C4%8Dne-plo%C4%8De-(mb)-mb-lga1150-h87-msi-h87m-e35.11.html?productId=40627,
MB LGA1150 B85 MSI B85M-P33 V2,http://static.emmi.rs/images/products/200/m4745031.jpg,6.299,http://emmi.rs/mati%C4%8Dne-plo%C4%8De-(mb)-mb-lga1150-b85-msi-b85m-p33-v2.11.html?productId=44924,
MB LGA1150 B85 Gigabyte GA-B85-HD3,http://static.emmi.rs/images/products/200/m1176955.jpg,8.699,http://emmi.rs/mati%C4%8Dne-plo%C4%8De-(mb)-mb-lga1150-b85-gigabyte-ga-b85-hd3.11.html?productId=36077,
MB FM2+ A88X Gigabyte GA-F2A88XM-HD3,http://static.emmi.rs/images/products/200/m1180273.jpg,6.780,http://emmi.rs/mati%C4%8Dne-plo%C4%8De-(mb)-mb-fm2+-a88x-gigabyte-ga-f2a88xm-hd3.11.html?productId=37281,
MB FM2+ A88X Gigabyte GA-F2A88XM-DS2,http://static.emmi.rs/images/products/200/m1185199.jpg,6.599,http://emmi.rs/mati%C4%8Dne-plo%C4%8De-(mb)-mb-fm2+-a88x-gigabyte-ga-f2a88xm-ds2.11.html?productId=39233,
MB FM2+ A88X Gigabyte GA-F2A88XM-D3H,http://static.emmi.rs/images/products/200/m1180833.jpg,7.780,http://emmi.rs/mati%C4%8Dne-plo%C4%8De-(mb)-mb-fm2+-a88x-gigabyte-ga-f2a88xm-d3h.11.html?productId=37396,Povoljna i kvalitetna FM2+ ploca omogucava Vam da kada se za koji mesec pojave Kaveri-bazirani procesori nadogradite svoj racunar jednim od njih.
MB FM2+ A78 MSI A78M-E35,http://static.emmi.rs/images/products/200/m1188835.jpg,5.980,http://emmi.rs/mati%C4%8Dne-plo%C4%8De-(mb)-mb-fm2+-a78-msi-a78m-e35.11.html?productId=40618,
MB FM2+ A78 MSI A78-G41 PC Mate,http://static.emmi.rs/images/products/200/m1184777.jpg,7.680,http://emmi.rs/mati%C4%8Dne-plo%C4%8De-(mb)-mb-fm2+-a78-msi-a78-g41-pc-mate.11.html?productId=39090,
MB FM2+ A55 Asus A55BM-E,http://static.emmi.rs/images/products/200/m1191517.jpg,5.030,http://emmi.rs/mati%C4%8Dne-plo%C4%8De-(mb)-mb-fm2+-a55-asus-a55bm-e.11.html?productId=41585,
MB FM2 A55 Gigabyte GA-F2A55M-S1,http://static.emmi.rs/images/products/200/m1179247.jpg,4.570,http://emmi.rs/mati%C4%8Dne-plo%C4%8De-(mb)-mb-fm2-a55-gigabyte-ga-f2a55m-s1.11.html?productId=36925,
MB BGA1170 ASRock Q1900M VGA CPU,http://static.emmi.rs/images/products/200/m1191194.jpg,7.399,http://emmi.rs/mati%C4%8Dne-plo%C4%8De-(mb)-mb-bga1170-asrock-q1900m-vga-cpu.11.html?productId=41856,
MB AM3+ 990X Asus M5A99X EVO R2.0,http://static.emmi.rs/images/products/200/m1160503.jpg,13.499,http://emmi.rs/mati%C4%8Dne-plo%C4%8De-(mb)-mb-am3+-990x-asus-m5a99x-evo-r20.11.html?productId=28075,
MB AM3+ 990FX MSI 990FXA-GD65,http://static.emmi.rs/images/products/200/m1138744.jpg,12.499,http://emmi.rs/mati%C4%8Dne-plo%C4%8De-(mb)-mb-am3+-990fx-msi-990fxa-gd65.11.html?productId=17155,
MB AM3+ 970 Asus M5A97 EVO R2.0,http://static.emmi.rs/images/products/200/m1170278.jpg,10.999,http://emmi.rs/mati%C4%8Dne-plo%C4%8De-(mb)-mb-am3+-970-asus-m5a97-evo-r20.11.html?productId=33326,
MB AM1 Gigabyte GA-AM1M-S2H,http://static.emmi.rs/images/products/200/m4714294.jpg,3.150,http://emmi.rs/mati%C4%8Dne-plo%C4%8De-(mb)-mb-am1-gigabyte-ga-am1m-s2h.11.html?productId=43981,
MB AM1 ASUS AM1M-A,http://static.emmi.rs/images/products/200/m1190887.jpg,3.130,http://emmi.rs/mati%C4%8Dne-plo%C4%8De-(mb)-mb-am1-asus-am1m-a.11.html?productId=41343,
LAN Switch TP-Link TL-SG1016D Gigabit,http://static.emmi.rs/images/products/200/m1133559.jpg,8.899,http://emmi.rs/lan-switch-lan-switch-tp-link-tl-sg1016d-gigabit.11.html?productId=14084,TL-SG1016D predstavlja savrseno resenje za poboljsanje svih tipova mreza.
